question,step,k,acc_mean,acc_std,n_full,n_partial,n_wrong,score_mean,score_var,score_std,iou_mean,iou_max,zero_acc_var,zero_score_var
"After the wrestlers finish their synchronized crouching and hand gestures, how is the match between the two competitors decided, and what does the victor do right afterward?",135,16,0.3125,0.3903,3,4,9,0.8969,0.17473,0.418,0.0844,0.3158,0,0
"After the surfing clip is interrupted by the blonde woman in a turquoise tank top speaking amid lush plants and then resumes briefly, what landscape does the video show next?",134,16,0.3125,0.3903,3,4,9,0.8612,0.1682,0.4101,0.0487,0.1955,0,0
Which type of boat appears steering through the rapids after the sequences with the yellow raft and right before the screen turns blue with credit names?,135,16,0.3125,0.3903,3,4,9,0.9553,0.15568,0.3946,0.1428,0.7949,0,0
"After the trio of archers finish their shots in the open field, what object placed on a tee stand do the next two men aim their arrows at?",182,16,0.3125,0.2997,1,8,7,0.8125,0.08984,0.2997,0.0,0.0,0,0
"After the office shot showing only magazines and a small plant on the glass coffee table, what two electronic items are seen on the table in the following living-room scene?",174,16,0.3125,0.2421,0,10,6,0.8231,0.06423,0.2534,0.0106,0.169,0,0
What two colors appear on the bumper car ridden by the man-child pair early on and by the child who later reclines while laughing?,207,16,0.2812,0.4319,4,1,11,1.3926,0.23097,0.4806,0.6114,0.9825,0,0
"Immediately after the resistance bands are shown spread out on the floor, which specifically labeled jump rope (name and weight) does the man pick up to continue jumping?",165,16,0.2812,0.4319,4,1,11,1.077,0.22249,0.4717,0.2957,0.6015,0,0
"During the forest segment that comes just before the scenes of people floating on tubes again, what object is spraying water that produces the small rainbows?",144,16,0.2812,0.4319,4,1,11,0.9027,0.21759,0.4665,0.1215,0.5,0,0
"Immediately after the onscreen ""Semi Final Score 15-8"" announcement, what is the little girl sitting on the sand shown playing with?",214,16,0.2812,0.4319,4,1,11,1.3308,0.20171,0.4491,0.5495,0.8602,0,0
"Following the outdoor sidewalk performance by the dancer in a red shirt and grey shorts, what color are the pants worn by the next solo breakdancer who spins and does handstands indoors?",137,16,0.2812,0.4319,4,1,11,0.8033,0.17903,0.4231,0.022,0.2857,0,0
What exact German phrase is displayed against a chalkboard-like background right after the two athletes' celebratory match and just before the blue-shirted presenter appears on the beach?,196,16,0.2812,0.248,0,9,7,1.1593,0.16823,0.4102,0.378,0.8772,0,0
"After the man finishes smoothing the fully adhered map with his squeegee, which object does he pick up to dab and clean spots on the map?",158,16,0.2812,0.394,3,3,10,0.7812,0.15527,0.394,0.0,0.0,0,0
"After the yellow button is firmly sewn onto the fabric, what does the hand do with the items on the wooden shelf in the next salon scene?",211,16,0.2812,0.3046,1,7,8,1.3597,0.12997,0.3605,0.5784,0.9176,0,0
What activity takes place after a rafter walks onto the rocky shore but before the group later celebrates by lifting their paddles together?,193,16,0.2812,0.3522,2,5,9,0.7812,0.12402,0.3522,0.0,0.0,0,0
"After the blue-tarp-covered wooden ramp is first shown, what item does another person later use to tap the ball farther along that ramp?",143,16,0.2812,0.3522,2,5,9,0.9686,0.08586,0.293,0.1873,0.6667,0,0
"After walking along the quiet nighttime sidewalk while looking at her phone and pausing near the red bus-stop sign, what labeled vehicle does the woman finally board?",164,16,0.2812,0.248,0,9,7,0.8449,0.08181,0.286,0.0637,0.3131,0,0
"Which special-effects product does Victor Nogueira display and apply at the start of the video, before later showcasing the “Special FX Brush Set by Bruna Nogueira” during his Joker makeup transformation?",231,16,0.25,0.3953,3,2,11,1.1368,0.53384,0.7306,0.3868,0.9771,0,0
What color top does the fencer who wins the bout and is hugged by the conceding opponent wear?,199,16,0.25,0.433,4,0,12,0.8933,0.30365,0.551,0.1433,0.7073,0,0
"After the bartender pours the measured Triple Sec into the ice-filled mug, what kind of container does he pick up to measure the next ingredient?",140,16,0.25,0.3953,3,2,11,1.2764,0.28521,0.534,0.5264,0.9258,0,0
"After the technician thoroughly wipes the ski board clean and then marks positions along it, which measuring tool does he use for those markings before later waxing with an iron?",140,16,0.25,0.433,4,0,12,1.0288,0.24762,0.4976,0.2788,0.6,0,0
What wall-mounted item does the camera focus on closely just before it turns to show the staircase leading to another room?,167,16,0.25,0.433,4,0,12,1.0864,0.24475,0.4947,0.3364,0.7333,0,0
"After the camera moves away from the cluttered desk lit by a candle, which kitchen appliance adorned with magnets and notes is shown in the adjacent room?",164,16,0.25,0.433,4,0,12,0.9781,0.24274,0.4927,0.2281,0.4516,0,0
"After the tug-of-war match finishes, what group activity do the children participate in next?",198,16,0.25,0.433,4,0,12,0.9124,0.22051,0.4696,0.1624,0.6667,0,0
"After the blue-uniformed players celebrate their rebound goal, what play does the referee immediately supervise to restart the action on the field?",152,16,0.25,0.433,4,0,12,1.0266,0.21109,0.4594,0.2766,0.6917,0,0
"After the artist finishes applying lipstick to the young man who later talks to the camera, which part of his face does she groom next?",155,16,0.25,0.433,4,0,12,0.7557,0.20587,0.4537,0.037,0.2028,0,0
Which item does the hijab-wearing shopper add to her red basket after first selecting a jar of tomato sauce and rechecking her list?,218,16,0.25,0.433,4,0,12,1.3795,0.20505,0.4528,0.6295,1.0,0,0
"After the teammates rush to celebrate the late goal on the field, where does the video immediately cut to?",217,16,0.25,0.433,4,0,12,0.7597,0.20339,0.451,0.0097,0.1545,0,0
"Following the moment when a fish is lifted from the ice hole but before the view moves underwater, what piece of equipment beside the hole does the camera focus on?",153,16,0.25,0.433,4,0,12,0.7685,0.19472,0.4413,0.0185,0.12,0,0
"When blood first becomes visible in the body-modification sequence, which instrument is the practitioner using to keep the client’s lip firmly in place?",174,16,0.25,0.433,4,0,12,0.8737,0.19354,0.4399,0.1237,0.5625,0,0
"After folding and labeling the blue material sections on the floor, which leveling device does the worker use on the wall while on the ladder before later rolling adhesive onto it?",162,16,0.25,0.433,4,0,12,1.247,0.19334,0.4397,0.497,0.7163,0,0
"After the rafters disembark to pull their stuck raft free from submerged debris and resume their journey, what overhead obstacle makes them duck as they continue downstream?",162,16,0.25,0.433,4,0,12,0.75,0.1875,0.433,0.0,0.0,0,0
"Immediately after the makeup scene ends, what specific part of the next client's mouth does the gloved professional hold and adjust with a tool during the subsequent procedure?",211,16,0.25,0.433,4,0,12,0.7537,0.18586,0.4311,0.0037,0.0589,0,0
"After the indoor skate park talk that closes on a vending machine, where is the pianist next shown performing?",216,16,0.25,0.3953,3,2,11,0.7864,0.1832,0.428,0.0677,0.2222,0,0
"The fighter who starts the bout by dodging side-to-side defensively and later floors his opponent, triggering the referee’s count, wears gloves of what color?",228,16,0.25,0.433,4,0,12,1.0402,0.16492,0.4061,0.2902,0.4605,0,0
"While the slackliner balances on the line during sunset, what two tasks does the assistant simultaneously do with each hand?",184,16,0.25,0.3953,3,2,11,0.815,0.16184,0.4023,0.065,0.6783,0,0
"After the four-member team finishes its synchronized somersault jump-rope routine, bows, and exits, which performers step into the gym’s center to continue the show?",148,16,0.25,0.3953,3,2,11,0.762,0.15576,0.3947,0.012,0.1208,0,0
"After the woman in a teal top leaves the building with the man carrying a green basket, what color is the shoulder bag she still carries while walking along the twilight park pathway?",207,16,0.25,0.433,4,0,12,0.9497,0.13176,0.363,0.1997,0.6465,0,0
"During the dark opening sequence, what words appear on screen before the rafters in yellow helmets and blue life jackets are shown preparing by the river?",233,16,0.25,0.25,0,8,8,1.6631,0.07472,0.2733,0.9131,1.0,0,0
"After the first skier finishes descending the grassy embankment beside the water, what type of terrain does the next skier descend?",144,16,0.2188,0.394,3,1,12,0.9401,0.19288,0.4392,0.2213,0.6,0,0
"After creating the first set of smoke rings with no device in his hands, what object does the man raise to his mouth before blowing the next rings?",208,16,0.2188,0.3522,2,3,11,0.7712,0.17994,0.4242,0.0524,0.4,0,0
"Right after the rider heads toward the sunset-lit cityscape, what natural detail does the camera focus on before cutting to the forest floor?",216,16,0.2188,0.394,3,1,12,0.7495,0.17823,0.4222,0.0307,0.15,0,0
"After the camera shifts away from the seated woman with the hookah, who is shown standing together on the grassy hill by the water?",142,16,0.2188,0.3522,2,3,11,1.0007,0.15929,0.3991,0.282,0.6185,0,0
"After finishing using the leaf blower to scatter leaves, what object does the boy hold to his ear while walking along the stone pathway?",155,16,0.2188,0.394,3,1,12,0.8483,0.12594,0.3549,0.1296,0.4676,0,0
What body modification procedure is shown immediately after the syringe is inserted into the patient’s lower gum?,136,16,0.2188,0.3522,2,3,11,0.9288,0.12556,0.3543,0.2101,0.5556,0,0
"After a ball rolls into the hole he is digging, what does the boy do with it before returning to his digging?",158,16,0.2188,0.3046,1,5,10,0.99,0.11865,0.3445,0.2712,0.75,0,0
"After the elderly man carefully examines a pair of eyeglasses, what task does he complete while sitting cross-legged on the floor before he stands and walks away?",214,16,0.2188,0.3522,2,3,11,0.8301,0.10633,0.3261,0.1113,0.2243,0,0
"After tightening and pointing out the snowboard’s bindings, what tool does the person later slide along the board to scrape it clean?",185,16,0.2188,0.248,0,7,9,0.8569,0.08418,0.2901,0.1381,0.4,0,0
"After earlier scenes where the woman must hold the child to keep him afloat, what self-directed movement does the child later complete in the pool before returning to her?",174,16,0.2188,0.248,0,7,9,0.7449,0.06036,0.2457,0.0261,0.1765,0,0
What label is on the Essie nail polish bottle that the hand sets down just before picking up the round white stamping plate?,168,16,0.1875,0.3903,3,0,13,0.9542,0.34707,0.5891,0.2667,0.8333,0,0
Which object does the man place next to the refrigerator shortly after he slides the frosted-glass doors open and inspects them?,165,16,0.1875,0.3903,3,0,13,0.7875,0.23758,0.4874,0.1,0.4379,0,0
"Right before the green canoe labeled ""CASCADE"" drifts into view, what object is lying along the edge of the blue boat shown in the preceding shot?",151,16,0.1875,0.3903,3,0,13,0.7691,0.22481,0.4741,0.0816,0.4167,0,0
"Following the scenes where a worker brushes adhesive from a yellow bucket onto roof tiles, what machinery-driven method is later shown for lifting shingles to the rooftop?",164,16,0.1875,0.3903,3,0,13,1.2074,0.2234,0.4727,0.5199,0.9075,0,0
"Across multiple store scenes, individual red letters pop up on windows, signs, and displays; taken together, these letters form a single four-letter word advertising a discount. What word is it?",237,16,0.1875,0.3903,3,0,13,1.0277,0.20933,0.4575,0.3402,0.6489,0,0
What animal is the man holding indoors after the scene where the leashed white dog sniffs a Christmas tree branch on the grass?,211,16,0.1875,0.3903,3,0,13,0.8459,0.18546,0.4307,0.1584,0.4667,0,0
"After advancing with plank steps in his routine, which push-up variation that draws a knee toward the elbow does the man perform next?",190,16,0.1875,0.3903,3,0,13,0.7441,0.18245,0.4271,0.0566,0.3333,0,0
"After the television’s colorful game scene transitions through several menu screens, which logo ultimately appears on the screen?",212,16,0.1875,0.3903,3,0,13,0.7814,0.17676,0.4204,0.0939,0.3158,0,0
Which two colors appear alternating on the nails just before further bright pink polish is applied in the final manicure close-up?,140,16,0.1875,0.3903,3,0,13,0.7825,0.16196,0.4024,0.095,0.3842,0,0
"Which athletic event, featuring athletes spinning inside a safety-netted circle to release a metal ball on a wire, takes place after the discus preparation scene but before the long-jump attempt?",151,16,0.1875,0.3903,3,0,13,0.9105,0.16104,0.4013,0.223,0.8248,0,0
"After several earlier shoe-shining scenes where workers crouch or kneel, in what position does the boy polish the man’s shoe later in the video?",209,16,0.1875,0.3903,3,0,13,0.7615,0.15935,0.3992,0.074,0.425,0,0
"During the live broadcast on the boat, what object does the man in the green shirt lift up while speaking, before he later appears showing off a fish?",162,16,0.1875,0.3903,3,0,13,0.7124,0.15859,0.3982,0.0249,0.1111,0,0
"After the television powers on and starts showing a dark, suspenseful scene, what electronic device positioned below the screen does a hand reach for and manipulate?",228,16,0.1875,0.3903,3,0,13,0.7302,0.15323,0.3914,0.0427,0.2,0,0
"Later in the performance, after the initial close-up of the guitarist’s intricate fingerwork, the camera zooms in on the keys of which instrument during another detailed close-up?",194,16,0.1875,0.3903,3,0,13,0.6875,0.15234,0.3903,0.0,0.0,0,0
"While the girl in a pink top finishes her jumps and the child in a red outfit begins, which wheeled object briefly passes in front of the jump-ropers?",196,16,0.1875,0.3903,3,0,13,0.6875,0.15234,0.3903,0.0,0.0,0,0
"Before the coffee maker is shown steaming beside two teal mugs, what color is the cup into which the person empties a packet of drink mix?",147,16,0.1875,0.3903,3,0,13,0.6913,0.15114,0.3888,0.0038,0.0606,0,0
"Near the end of the video, as the woman keeps scooping seeds from the carved pumpkin by herself, which item suddenly flies across the frame?",173,16,0.1875,0.348,2,2,12,0.7254,0.13672,0.3698,0.0379,0.1569,0,0
"After the vibrant dance sequences, during the later self-defense demonstration, how does the woman reverse control once the man grabs her wrist?",200,16,0.1875,0.2997,1,4,11,0.7406,0.12427,0.3525,0.0844,0.2375,0,0
"In the only outdoor nighttime scene that contrasts with the earlier indoor range practice, what does the archer do differently with the arrow after drawing his bow?",231,16,0.1875,0.348,2,2,12,0.6875,0.12109,0.348,0.0,0.0,0,0
"As the scene shifts from the initial dim reveal of tools to later knitting of teal and orange stripes, which type of needles does the knitter continuously employ?",173,16,0.1875,0.348,2,2,12,1.2092,0.11042,0.3323,0.5217,0.9962,0,0
"After receiving assistance to step onto the chairlift, what does the snowboarder do once the camera cuts to a close-up during the lift’s ascent?",138,16,0.1875,0.2997,1,4,11,1.0926,0.1071,0.3273,0.4051,0.8519,0,0
"After the BMX performer in a red cap and black shirt finishes his stunts, which rider takes over and what clothing identifies him while he executes jumps and spins?",168,16,0.1875,0.2421,0,6,10,0.7129,0.06951,0.2637,0.0254,0.1783,0,0
"While the young man begins speaking to the camera in the snowy neighborhood, what specific visual detail does the camera briefly cut away to show before returning to him?",170,16,0.1562,0.2915,1,3,12,1.1092,0.17127,0.4138,0.4529,1.0,0,0
What activity does the individual perform after raising one arm while skateboarding and before returning to the road to execute playful jumps and spins?,217,16,0.1562,0.2915,1,3,12,0.9341,0.12591,0.3548,0.2779,0.5337,0,0
"After the presenters move on from air-hockey and begin explaining the miniature pool table, what extra item does the man hold along with the cue stick while he talks to the camera?",225,16,0.1562,0.3409,2,1,13,1.2916,0.12481,0.3533,0.6353,0.9091,0,0
What object does the man carry over his shoulder while skateboarding when another person is lying flat on a separate skateboard behind him?,144,16,0.1562,0.3409,2,1,13,0.6562,0.11621,0.3409,0.0,0.0,0,0
"Of the athletes wearing bib numbers 184, 278, and 297, which one is shown making several javelin throws in a row, and what color is his outfit?",229,16,0.1562,0.3409,2,1,13,0.6816,0.11112,0.3333,0.0253,0.1556,0,0
"After he finishes demonstrating mouth rinsing with a cup, what container does the boy next hold to pour water into the sink and splash his sister?",185,16,0.1562,0.3409,2,1,13,0.8178,0.11014,0.3319,0.1615,0.2756,0,0
"After the opening close-up of lime-green Zumba wristbands, what color is the sleeveless top worn by the man who later performs solo on the stage?",204,16,0.1562,0.3409,2,1,13,1.1848,0.10698,0.3271,0.5286,0.7895,0,0
"After the static blue FOX logo appears on the television, what is shown next on the screen?",236,16,0.1562,0.2915,1,3,12,1.156,0.08905,0.2984,0.4998,0.7143,0,0
What single word is printed on the black T-shirt worn by both the man sanding cardboard in the warehouse and the skateboarder tweaking his board beside the SUV?,213,16,0.1562,0.2915,1,3,12,1.253,0.07353,0.2712,0.5968,0.8282,0,0
"Right after the BMX rider crashes during sunset and spectators look on, what item is shown close-up in someone’s hand as others gather to assist?",173,16,0.125,0.3307,2,0,14,0.913,0.23349,0.4832,0.288,0.8125,0,0
"After a diver briefly stops in the cavern to chase a small lost tool, which larger piece of gear does another diver later remove and let drift away in the open water?",150,16,0.125,0.3307,2,0,14,1.2025,0.22932,0.4789,0.5775,0.9598,0,0
"After holding a measuring tape against a wall-and-ceiling corner with dripping paint, which surface does the man subsequently clean using a yellow sponge?",165,16,0.125,0.2795,1,2,13,0.8384,0.22414,0.4734,0.2134,0.9,0,0
"During the fire-starting sequence that begins with a lighter on fatwood and later shows a red lighter sustaining the flames, what flame source does the person use in the attempt between those two steps?",194,16,0.125,0.3307,2,0,14,1.1492,0.19559,0.4423,0.5554,0.8962,0,0
"Which creature is seen outside the window during the later desk-writing scene, replacing the earlier view of a person in a white shirt standing there?",191,16,0.125,0.3307,2,0,14,0.8701,0.17271,0.4156,0.2451,0.5047,0,0
The man who begins the video speaking on the busy New York street later celebrates a pool shot inside the office recreation area; what single word is displayed on the front of his sweatshirt in both scenes?,181,16,0.125,0.2795,1,2,13,1.1291,0.15516,0.3939,0.5041,0.8426,0,0
"After using a utensil to cut open a seasoning packet by the stove, which object does the person later scrub with a yellow sponge at the sink?",156,16,0.125,0.3307,2,0,14,0.8533,0.15203,0.3899,0.2283,0.5714,0,0
"What is the man in the white striped shirt doing when he first appears, before later standing back with folded arms during the shirtless man’s animated conversation?",187,16,0.125,0.2795,1,2,13,0.9447,0.13461,0.3669,0.3197,0.5,0,0
Which physics concept is defined in text right after the skateboarder performs a curb jump and lands back on his board?,210,16,0.125,0.3307,2,0,14,0.6553,0.13435,0.3665,0.0303,0.2778,0,0
"Immediately after the two individuals end their handshake, which tool does one of them carefully pick up for a precision-focused demonstration?",137,16,0.125,0.3307,2,0,14,0.9479,0.13256,0.3641,0.3229,0.7273,0,0
"Right before the person begins smoothing and tucking the bed, what color shirt do they finish buttoning?",185,16,0.125,0.3307,2,0,14,0.6859,0.12954,0.3599,0.0609,0.1727,0,0
"After the vertical column of identical white squares has completed forming, what does the bottom square do in the subsequent scene, and which direction does it move?",220,16,0.125,0.2795,1,2,13,0.9663,0.11461,0.3385,0.3413,0.55,0,0
What does the person do to the white fabric just before using it to wipe the wooden table clean?,149,16,0.125,0.3307,2,0,14,0.6367,0.10851,0.3294,0.0117,0.1875,0,0
Which sea creature is shown as a finished sand sculpture before the video switches to artists carving a whale design?,179,16,0.125,0.3307,2,0,14,1.2729,0.10507,0.3241,0.6479,0.9333,0,0
"What aerial activity interrupts the series of bungee jumps, occurring after the initial jumps and before the later ones resume?",181,16,0.125,0.3307,2,0,14,0.7602,0.10107,0.3179,0.1352,0.5233,0,0
"Following the batsman’s dramatic tumble during the practice, how is he positioned when the video resumes in the next scene?",143,16,0.125,0.2795,1,2,13,0.7463,0.09578,0.3095,0.1213,0.4286,0,0
What words are visible on the building behind the lumberjack wearing a blue shirt and white trousers as he chops wood in the town square?,147,16,0.125,0.2165,0,4,12,0.7191,0.0938,0.3063,0.0941,0.4086,0,0
"After the hand abandons trying to cut the pink rubber glove with pliers, how is the glove immediately repurposed inside the white sink?",219,16,0.125,0.2795,1,2,13,0.8685,0.08499,0.2915,0.2435,0.5556,0,0
"After pulling the fish onto the snow beside the red tackle box, what does the fisherman do with the fish before kneeling again to continue fishing?",212,16,0.125,0.2795,1,2,13,0.6854,0.08244,0.2871,0.0604,0.3914,0,0
"After opening the wooden gate and pausing to watch the cat in the alley, what does the person later toss toward the cat further along the path?",136,16,0.125,0.2165,0,4,12,0.6673,0.06366,0.2523,0.0423,0.2262,0,0
"After finishing his quick rock-paper-scissors game, what does the man in the orange shirt do on the baseball field?",179,16,0.125,0.2165,0,4,12,0.8321,0.05089,0.2256,0.2071,0.5714,0,0
What type of vehicle transports the group along the narrow dirt road before they later sit together for a meal under the thatched roof?,141,16,0.0938,0.2633,1,1,14,0.6506,0.22101,0.4701,0.0569,0.9103,0,0
"After the man finishes displaying each solved face of the Rubik’s Cube to the camera, what does he do to the cube next?",180,16,0.0938,0.2633,1,1,14,0.685,0.0983,0.3135,0.0912,0.5,0,0
What scene does the video cut to immediately after the striped-shirted older man completes his low martial-arts moves on the blue mat?,147,16,0.0938,0.1952,0,3,13,0.7278,0.09636,0.3104,0.134,0.5294,0,0
"After the players finish their match with handshakes, what activity is later shown on the rink before another stone is delivered?",227,16,0.0938,0.2633,1,1,14,0.6639,0.09029,0.3005,0.0701,0.25,0,0
"After the light-hearted moment when the man in the pool reaches toward the woman at the pool’s edge, what task are the two scuba divers focused on underwater?",233,16,0.0938,0.1952,0,3,13,1.2037,0.08318,0.2884,0.6099,0.9048,0,0
Which exact words printed on the decorated box the man first unboxes are later visible on the underside of the longboard while a rider cruises along the road?,139,16,0.0938,0.1952,0,3,13,1.1963,0.07253,0.2693,0.6026,0.988,0,0
"After the series of street and stage dance acts concludes, which black-and-white object starts dissolving into pixels before the red “COOL” circle appears?",223,16,0.0938,0.1952,0,3,13,1.1509,0.07209,0.2685,0.5571,0.8434,0,0
"While the woman in a green dress moves around the kitchen handling utensils and opening cabinets, what food is the other person holding and occasionally stirring?",200,16,0.0938,0.2633,1,1,14,0.5938,0.06934,0.2633,0.0,0.0,0,0
"After she finishes applying mascara and turns to show a product toward the camera, which concealer does she hold up?",225,16,0.0938,0.1952,0,3,13,0.6674,0.06603,0.257,0.0737,0.2581,0,0
Which ingredient is added to the orange curry after the cheese chunks but before the carrots?,166,16,0.0938,0.2633,1,1,14,0.9587,0.05114,0.2261,0.365,0.504,0,0
"After the camera lingers on vivid leaves and rough tree bark, what hanging structure becomes the new focal point in the subsequent shot among the branches?",190,16,0.0938,0.1952,0,3,13,0.9459,0.04804,0.2192,0.3522,0.5966,0,0
Which two divers take the board to perform their synchronized routine right after Christina and Thea complete theirs?,221,16,0.0938,0.1952,0,3,13,0.5938,0.03809,0.1952,0.0,0.0,0,0
"After the person finishes detaching the green grapes and closing the plastic container, into which kitchen appliance do they place that container?",208,16,0.0625,0.2421,1,0,15,0.7634,0.14908,0.3861,0.2009,0.735,0,0
"After finishing vacuuming the bed, what does the woman intend to clean next when she detaches the hose from the vacuum cleaner?",211,16,0.0625,0.2421,1,0,15,0.7454,0.13641,0.3693,0.1829,0.5923,0,0
"After sealing the sink drain with a white shower cap and filling the basin with water, what object does the hand place into the water?",191,16,0.0625,0.2421,1,0,15,0.8936,0.12346,0.3514,0.3311,0.7273,0,0
"Between the black-shirted man’s earlier toss and the woman’s eventual successful shot, which short on-screen phrase humorously acknowledges the ensuing mishap?",228,16,0.0625,0.2421,1,0,15,0.6146,0.11331,0.3366,0.0521,0.385,0,0
"After the moment where two people alternately raise and lower a wooden seesaw, what specific text overlay appears on the screen?",172,16,0.0625,0.2421,1,0,15,0.6662,0.10941,0.3308,0.1037,0.4743,0,0
"After the onscreen text introduces the ""HEEL HOOKS"" section, which climbing technique phrase appears next later in the video?",225,16,0.0625,0.2421,1,0,15,1.0615,0.10866,0.3296,0.499,0.8036,0,0
"Across the boat-riding segments interspersed with the windsurfing footage, what part of the vessel does the unseen person keep hold of?",233,16,0.0625,0.2421,1,0,15,0.7655,0.10134,0.3183,0.203,0.4693,0,0
"After the snowy outdoor scene featuring a horse in a beige blanket, what grooming product does the woman later display to the camera inside the stable before she applies it to the horse?",144,16,0.0625,0.1654,0,2,14,0.9173,0.09933,0.3152,0.3548,0.7338,0,0
"Before the man lifts a large fish from a water-filled plastic container, what dark material does he previously manipulate in that container?",142,16,0.0625,0.2421,1,0,15,0.7554,0.08923,0.2987,0.1929,0.7,0,0
"During the gymnasium scene where two women rally a ping pong ball while the band in red shirts and plaid skirts performs, what distinctive item is the drummer wearing?",158,16,0.0625,0.2421,1,0,15,0.8054,0.087,0.295,0.2429,0.6667,0,0
"After two people start skipping rope side by side, what does one of them do before they both reappear jumping behind the wooden gymnastic bars?",194,16,0.0625,0.2421,1,0,15,0.6927,0.08661,0.2943,0.1302,0.375,0,0
"Before the video transitions from the bedroom to the outdoor window-cleaning scene, which garment is left on the striped bed?",204,16,0.0625,0.2421,1,0,15,0.6975,0.08445,0.2906,0.135,0.5,0,0
"Following the moment when the red-shirted man hurls the trophy into the air and sprints away, which sport are players engaged in during the next scene?",155,16,0.0625,0.2421,1,0,15,0.8731,0.08399,0.2898,0.3106,0.7407,0,0
"Following the athlete’s release of the hammer, what does the video show a person doing with their black-shod feet on the cracked concrete surface?",164,16,0.0625,0.1654,0,2,14,1.0751,0.0828,0.2877,0.5126,0.7491,0,0
"What cleaning tool does the person use to scrub the sink area earlier in the video, before the white cat is later shown sitting in the soapy sink?",175,16,0.0625,0.1654,0,2,14,0.7943,0.07383,0.2717,0.2318,0.7386,0,0
"After the two workers use a red circular saw to cut wood, which handheld power tool does one person later move steadily along a long plank to remove thin layers?",186,16,0.0625,0.2421,1,0,15,0.7985,0.06964,0.2639,0.236,0.5,0,0
"After the sliced bananas and dried fruits are tipped into the mixing bowl, which ingredient does the hand immediately sprinkle over the fruit before any milk is poured?",164,16,0.0625,0.2421,1,0,15,0.818,0.06814,0.261,0.2555,0.3821,0,0
"After multiple divers have been shown executing flips from high platforms, what phrase appears on the final blue screen?",158,16,0.0625,0.2421,1,0,15,0.5649,0.06311,0.2512,0.0024,0.0379,0,0
What animal masks are the two individuals wearing while they fight in the forest before they go skateboarding on the park path?,204,16,0.0625,0.2421,1,0,15,0.6162,0.06166,0.2483,0.0537,0.2903,0,0
"After performing on the empty court with a white baton, what object does the gymnast raise above her head at the start of her next routine?",188,16,0.0625,0.2421,1,0,15,0.5956,0.06114,0.2473,0.0331,0.2727,0,0
Which two brand names shown in the initial underwater equipment overlay later match the sail and board that Marco uses when he windsurfs on the ocean surface?,232,16,0.0625,0.1654,0,2,14,0.8994,0.05947,0.2439,0.3369,0.5263,0,0
"Following the scene where the red-shirted cleaner lies flat to vacuum beneath a wooden railing, what item does a second red-shirted helper later handle while assisting the cleaner near the white door?",203,16,0.0625,0.2421,1,0,15,0.5625,0.05859,0.2421,0.0,0.0,0,0
"Following the earlier scene where a male vaulter in white attire clears an 11-foot bar, what height is shown on the scoreboard for the male vaulter's successful jump later in the video?",222,16,0.0625,0.2421,1,0,15,0.5625,0.05859,0.2421,0.0,0.0,0,0
"After the scene with the bobber floating beside the angled ice hole, what color buoy is later shown indicating the fishing line?",150,16,0.0625,0.2421,1,0,15,0.5631,0.05853,0.2419,0.0006,0.0091,0,0
"After the tutorial segment where the person inserts contact lenses into both eyes, what item do they next raise toward the camera to demonstrate?",162,16,0.0625,0.2421,1,0,15,0.5676,0.05828,0.2414,0.0051,0.0734,0,0
"After completing his string of skatepark grinds, on what natural object does the skateboarder sit while talking to the camera?",136,16,0.0625,0.2421,1,0,15,0.6216,0.05645,0.2376,0.0591,0.2857,0,0
"After the shopper finishes examining the red and black checkered shirt, what logo word is printed on the front of the black T-shirt they inspect next?",237,16,0.0625,0.2421,1,0,15,0.952,0.04928,0.222,0.3895,0.634,0,0
What tool does the man use to smooth the beige-covered wall sections before he later switches to a trowel for plastering?,200,16,0.0625,0.1654,0,2,14,0.7433,0.04816,0.2195,0.1808,0.3846,0,0
"When a hand lifts a yellow lid from a black storage bin, what object is revealed on the bin, and what color is the bicycle leaning against the shelving unit that the camera shows afterward?",180,16,0.0625,0.1654,0,2,14,0.6218,0.04334,0.2082,0.0593,0.2857,0,0
"During the red- and blue-lit stage sequence where the words “unquenchable thirst” appear, what does the white-clad newcomer do to the red-haired dancer?",163,16,0.0625,0.2421,1,0,15,0.9958,0.04054,0.2014,0.4333,0.8333,0,0
"After the earlier yellow-shirt segments of crunches and single-leg work, what leg position does the woman first take when her top is green?",227,16,0.0625,0.1654,0,2,14,0.5676,0.02926,0.1711,0.0051,0.0441,0,0
What phrase appears on the black screen with a red banner immediately after the man stands beside the pool table explaining his shot?,146,16,0.0625,0.1654,0,2,14,0.5625,0.02734,0.1654,0.0,0.0,0,0
"After Scotty Miller finishes his 17'6"" vault, which athlete appears next to attempt a jump and what height is he trying to clear?",223,16,0.0625,0.1654,0,2,14,0.566,0.02709,0.1646,0.0035,0.0561,0,0
"Before the young woman starts her skincare demonstration, what time is displayed on the Verizon flip phone and which playful icon appears on its screen?",137,16,0.0312,0.121,0,1,15,0.926,0.04617,0.2149,0.3947,0.75,0,0
"After the two men finish their serious discussion with a brief handshake, what simultaneous gesture do they make when the conflict flares up again?",148,16,0.0312,0.121,0,1,15,0.7421,0.04341,0.2083,0.2109,0.65,0,0
"After the camera shows the stone distance marker beside the mountain path, what object featuring a mounted figure does it focus on next?",148,16,0.0312,0.121,0,1,15,0.747,0.04032,0.2008,0.2157,0.4813,0,0
